sku_id,raw_names,match_name,match_score,final_sku_name,decision
SKU102,"viewmaster led monitor 24"",monitor 24"" led  viewmaster,24 inch lcd monitr,24"" led monitor,led monitor 24 inch,connectpro 24"" led monitor,tf 24in led monitor,24"" led monitor - viewmaster,viewmaster led monitor 24in,24 inch led monitor viewmaster,techflow led monitr 24',connectpro led24"" monitor,viewmaster led monitr 24in,viewmstr monitor 24in,viewmaster lcd moniter 24 inch,viewmaster 24"" led monitor,connectpro 24 in led monitr,led monitor 24"" viewmaster,led mon 24in, connectpro,viewmaster 24in led monitor",led monitor,88,led monitor,AUTO
SKU103,"usb-c cable â€“ 6ft,usb-c cable - 6ft,usb-c cable 6"",usb-c cale, 6f,connectpro hdmi cable 6ft,hdmi cabl 6'' connectpro,hdmi cable 6 feet connectpro,6 ft usb-c cable connectpro,usb-c 6feet cabl,usb c cable 6ft connectpro,connectpro usb-c cable - 6ft,usb-c cable, 6ft pack,dvlt 6ft cable pack,usb-c cable 6 ft pack,usb-c cable & lamp,usb-c cable 6ft,usb-c 6ft cable - viewmaster",usb c cable,81.81818182,usb c cable,AUTO
SKU104,"officelnk hd webcam full hd 1080p,techflow hdmi usb-c adapter,4k webcam hd 1080p,hd web camera 1080p,usb-c adapter techflow to hdmi,datavault 4k webcam,1080p web camera officelink,webcam 4k hd,datavault hd webkami 1080p,usb-c hdmi adapter by dv,datavault hd webcam,hd webcam 1080p,4k webcam hd,hd webcam,4k webcam w/ hd data vault,datavault 4k cam,4k webcam hd1080p datavault,datavault hd webcam 1080p,hd webcam 1080p  datavault,hd webcam 1080p techflow",hd webcam,100,hd webcam,AUTO
SKU105,"officelink wirless hdset,office link headset,officelink gaming headset wireless,wireless gaming headset,wireless headset (gaming) & speakers,wireless headset over-ear,headset offcelink wirless,officelink gaming headset, wireless,proconnect gaming headset wireles,procnect wired gaming headset,gaming headset wireless,techflow webcam hd 1080p,1080p hd webcam techflo,officelink wireless headset,ol gaming headset wireless,hd 1080 webcam officelink",wireless headset ear,88.88888889,wireless headset ear,AUTO
SKU106,"usb-c to hdmi adapter,usb-c to hdmi adapter proconnect,hdmi adapter, usb-c,wireless gaming headset proconnect,usb-c to hdmi 4k adapter - proconnect,hdmi adapter usb-c to hdmi,usb-c to hdmi adapter 4k,connectpro usb-c adaptr to hdmi 4k,techflow usb-c to hdmi adapter  compact,proconnect usb-c to hdmi,usb-c hdmi adapter 4k,usb-c to hdmi adptr - connectpro,proconnect headset gaming wireless,gaming wireless headset,usb-c to hdmi adapter - 4k",usb c hdmi adapter,61.53846154,,NEED_APPROVAL
SKU107,"external drive 1tb,techflow mehanical keyboard rgb,techflow external ssd - 1tb,datavult ext drive 1tb,mech. keyboard rgb,rgb mechanical keyboard full size,external usb drive, 1tb - datavault,external ssd techflow 1tb,tech flow external hard drive 1 t b,rgb mechanical kb full-size,mechanical keyboard techflow,techflow mech keyboard,techflow 1tb ext drive,1tb ext. usb drive,techflow mech. keyboard rgb,techflow keyboard mechanical",techflow mech keyboard,87.17948718,techflow mech keyboard,AUTO
SKU108,"27 inch lcd viewmast monitor,mech keyboard wired connectpro,mechanical keyboard compact,27"" lcd monitor - viewmaster,viewmaster lcd monitor 27in,mechanical keyboard rgb,lcd monitor - 27"",wired mechanical keyboard,viewmaster lcd monitr 27 inch,ethernet cable 10 ft pack,mechanical keybord rbg,lcd monitor 27 inch,tf rgb mech kb,viewmaster lcd monitor 27inch,lcd monitor - 27 inch,lcd viewmaster monitor 27"",compact viewmaster lcd monitor",lcd monitor,88,lcd monitor,AUTO
SKU109,"ethernet cabl 10ft,connectpro eth cable 10',displyport cable 10 ft connectpro,lcd monitor 27 inch,ethernet cabk 10ft,gaming headset  connectpro,connectpro ethernetcable 10ft,27"" lcd monitr,lcd monitor 27"" viewmaster,gaming headset connectpro,proconnect ethernet cable 10ft,viewmaster lcd 27in,displayport connectpro cable 10ft,tf enet cable packet 10ft,20ft connectpro cable displayport,ethernet cable 10 ft,connectpro gaming headset red",connectpro eth cable,82.05128205,connectpro eth cable,AUTO
SKU110,"data vault external hard drive,10ft ethernet cable, datavault,4k webcam wide-angle office lnk,datavault 64gb usb flash drive,1tb external hard drive portable,32gb usb datavault drive,1tb extern harddrive,external hard drive 1tb,64gb usb flash drive data vault,ethernet cable - 10ft,datavault usb drive 32gb,datavault ethernet cable 10 ft,4k webcam wide angle,32gb usb drive dv,datavault 1tb ext hard drrv",usb datavault drive,76.92307692,,NEED_APPROVAL
SKU111,"officelink wired headset,4k webcam (ultra hd)  officelink,datvault 4k 27 inch monitor,ultra hd 4k webcam  officelink,wireless earbuds officelink,datavault 27"" 4k monitor,wire headset officelink,27"" 4k,officelink wireless earbuds",wired headset officelink,60.46511628,,NEED_APPROVAL
SKU112,"proconnect ethernet cable cat 6 15ft,office bluetooth headset,proconnect ethernet cable cat6 15 ft,cable displayport 3f proconnect,connectpro dp cable 3ft,bluetooth headset for office",cable displayport proconnect,68.08510638,,NEED_APPROVAL
SKU113,"techflow kb compact,proconnect wireless earbuds white,techflow compact keyboard,usb-c hub - 7 ports, proconnect,proconnect wireless ear-buds,wireless earbuds & white > proconnect,proconnect usb-c hub, 7 port,techflow rgb mechnical keybord,techflow rgb mechanical keyboard",techflow kb compact,68.42105263,,NEED_APPROVAL
SKU114,"512 gb portable ssd,viewmaster 720p hd webcam,viewmaster 4k monitor 32"",viewmaster 22 inch lcd monitor,4k led monitor 32"" viewmaster,viewmaster hd webcam & 720p,22 inch viewmaster lcd mon,portable ssd 512gb,viewmaster 22"" lcd",viewmaster monitor,85.71428571,viewmaster monitor,AUTO
SKU115,"hdmi cable 9ft connectpro,usb-c 3 foot cable connectpro,usb-c cable connectpro 3 ft,ergonomic wirless mouse & keybord,wired mouse officelink optical,wired mouse  officelink,wired optical mouse - officelink,ergonomic wireless mouse & keyboard",usb c foot cable connectpro,62.22222222,,NEED_APPROVAL
SKU116,"datavault usb drive 64gb,hdmi cable 15 ft,datavault usb drive - 64gb,1tb external hdd datavault,datavault hdmi 15 ft cable,datavault external hdd 2tb,external drive 1tb datavault,datavault 2tb ext hdd",external hdd datavault,81.81818182,,NEED_APPROVAL
SKU117,"webcam 4k officelink,officelink wide angle webcam,officelink webcam 4k resolution,wide angle conference webcam,officelink wired office headset",webcam officelink,91.89189189,webcam officelink,AUTO
SKU118,"proconnect usb-c charger 45w,pro connect gaming headset 5.1 suround,5.1 surround gaming headset,proconnect headset wired,proconnect wired headset office",proconnect headset wired,85.71428571,proconnect headset wired,AUTO
SKU119,"techflow rgb mechanical keybord,techflow compact keyboard white,65w power adapter,power adapter 65 watt,rgb techflow keyboard mechanical",techflow compact keyboard white,70.83333333,,NEED_APPROVAL
SKU120,"view master curved monitor 32"",thunder bolt cable 3 feet,viewmaster portable storage drive 500gb,viewmaster 22"" lcd monitor,thunderbolt cable 3ft,portable storage drive by vm,viewmaster lcd mon 22in,portable storage drive 500gb ""viewmaster""",viewmaster portable storage drive,65.51724138,,NEED_APPROVAL
